CUST_NO,EPOCH,TRANS_AMOUNT
7845,07/10/2014,1100
1217,17/08/2015,1000
8095,28/04/2015,500
2777,10/11/2014,950
1321,09/04/2015,1150
7728,29/06/2015,1150
2003,02/04/2015,1100
7834,16/09/2014,750
9381,28/09/2015,850
7646,01/10/2014,550
7117,11/05/2015,900
1431,07/07/2014,2250
1840,14/09/2015,700
4150,20/10/2014,900
8055,30/09/2014,2800
2795,28/04/2015,2400
6496,28/07/2015,950
5312,28/05/2015,4150
8458,23/02/2015,800
452,24/07/2014,600
6982,28/11/2014,500
4401,19/10/2015,450
3040,11/12/2014,1100
6673,08/09/2014,1200
5070,30/06/2014,1250
7125,24/07/2014,850
7503,31/08/2015,800
2058,11/08/2014,200
4623,31/08/2015,1300
9239,30/06/2015,3850
7527,06/10/2015,1000
1851,19/10/2015,3500
231,08/10/2014,1350
2220,04/06/2015,300
8461,06/10/2014,1450
6293,17/09/2014,2150
88,28/07/2014,2500
9153,12/11/2014,850
4926,02/04/2015,900
7391,01/12/2014,750
7014,01/12/2014,1450
7139,30/03/2015,1950
4279,29/07/2015,850
5583,27/11/2014,1200
6766,25/08/2015,1500
9499,28/10/2014,650
3228,28/07/2014,500
9953,10/08/2015,650
4290,28/04/2015,2200
1767,08/12/2014,850
331,09/07/2015,550
606,19/01/2015,900
5507,11/07/2014,900
9282,10/08/2015,700
8564,21/07/2014,1150
5333,05/10/2015,1400
7822,01/07/2015,850
1675,10/11/2014,1150
2253,01/10/2014,1950
3628,15/07/2014,1800
7748,22/12/2014,1050
5643,28/10/2014,3300
9514,25/08/2014,1200
1094,07/10/2014,500
9497,28/09/2015,950
8253,22/08/2014,600
289,04/08/2015,650
8154,16/01/2015,200
9130,30/09/2015,450
7988,30/06/2014,1000
924,05/09/2014,950
4221,06/03/2015,850
6934,22/07/2014,350
186,12/01/2015,450
3807,23/10/2014,600
2402,05/03/2015,950
7040,25/08/2014,1100
5617,20/03/2015,1200
7845,07/08/2014,1100
1217,15/10/2015,1000
8095,28/05/2015,500
2777,10/09/2015,950
1321,11/08/2014,1150
7728,27/01/2015,1150
3714,05/10/2015,1300
7834,16/01/2015,700
9381,28/07/2014,900
7646,04/08/2015,550
7117,09/10/2014,900
1431,06/10/2014,2250
1840,12/02/2015,700
4150,20/08/2015,850
8055,30/10/2014,1400
2795,28/08/2014,2400
6496,28/10/2014,950
5312,28/07/2015,4150
2,29/05/2015,2350
452,25/05/2015,600
6982,30/03/2015,550
2859,29/07/2015,1000
3040,13/10/2014,1100
6673,06/08/2015,1050
5070,30/01/2015,1250
7125,26/01/2015,850
7503,28/10/2014,700
2058,11/05/2015,750
4623,21/08/2014,1350
9239,30/12/2014,3850
7527,07/09/2015,1000
1851,17/07/2015,3500
231,08/07/2014,1400
2220,04/07/2014,300
8461,05/06/2015,1500
6293,17/08/2015,2150
88,27/05/2015,2500
9153,13/07/2015,850
4926,02/07/2014,900
7391,01/07/2014,750
7014,02/03/2015,1450
7139,29/09/2014,1050
4279,26/02/2015,750
5583,27/01/2015,1200
6766,25/08/2014,1550
9499,29/06/2015,600
3228,28/04/2015,450
9953,09/09/2015,650
4290,28/08/2015,2200
1767,08/07/2015,800
331,09/09/2014,550
606,19/11/2014,950
5507,11/08/2015,900
9282,09/10/2015,700
8564,20/08/2015,1100
5333,03/10/2014,1400
7822,01/12/2014,850
1675,08/06/2015,1100
2253,01/12/2014,1950
3628,15/01/2015,1800
7748,23/03/2015,1050
5643,29/06/2015,3300
9514,24/08/2015,1900
1094,07/07/2014,500
9497,26/08/2015,950
8253,28/10/2015,550
289,02/02/2015,650
8154,16/07/2015,200
9130,30/04/2015,450
7988,29/05/2015,1000
924,07/09/2015,900
4221,06/08/2015,850
6934,23/02/2015,350
186,10/12/2014,450
3807,23/12/2014,600
2402,05/10/2015,950
7040,27/04/2015,1050
5617,20/08/2014,1200
7845,09/03/2015,1050
1217,15/09/2014,1000
8095,28/11/2014,500
2777,10/04/2015,950
1321,09/07/2014,1150
7728,27/05/2015,1150
3714,04/08/2015,1300
7834,16/10/2015,700
9381,27/07/2015,850
7646,01/08/2014,550
7117,10/08/2015,900
1431,06/08/2015,2150
1840,13/07/2015,700
4150,20/05/2015,900
8055,30/07/2014,1400
2795,30/12/2014,2400
6496,28/05/2015,950
5312,22/09/2015,1950
2,23/01/2015,1650
452,24/03/2015,600
6982,29/09/2014,500
2859,30/12/2014,2050
3040,29/01/2015,1100
5043,24/12/2014,1050
5070,31/08/2015,1250
7125,24/04/2015,850
7503,23/02/2015,700
2058,13/04/2015,750
4623,21/01/2015,1300
9239,30/09/2015,1950
7527,06/08/2015,1000
1851,17/08/2015,3500
231,08/07/2015,1350
2220,05/01/2015,300
7061,23/10/2014,450
6293,17/10/2014,2150
88,28/09/2015,2500
9153,12/09/2014,900
4926,05/05/2015,900
7391,02/02/2015,750
7014,01/07/2015,1400
7139,28/07/2015,1000
4279,28/10/2014,850
5583,28/07/2014,1200
6766,30/12/2014,1550
9499,28/09/2015,600
3228,28/09/2015,450
9953,09/02/2015,700
4290,06/02/2015,750
1767,10/11/2014,850
331,10/11/2014,550
606,21/07/2014,950
5507,11/09/2015,900
9282,09/10/2014,750
8564,21/09/2015,1100
5333,05/05/2015,1400
7822,04/08/2015,850
1675,08/01/2015,1100
2253,02/02/2015,1950
3628,15/05/2015,1800
7748,23/02/2015,1050
5643,28/01/2015,3300
9514,27/10/2015,1900
1094,08/12/2014,500
9497,26/02/2015,1000
8253,28/05/2015,600
289,05/05/2015,650
8154,17/08/2015,200
9130,30/09/2014,900
7988,29/09/2015,1000
924,05/10/2015,900
4221,06/05/2015,850
6934,22/06/2015,350
186,10/03/2015,450
3807,23/01/2015,600
2402,05/02/2015,950
7040,25/02/2015,1050
5617,20/05/2015,1200
7845,07/11/2014,1100
8156,22/10/2015,900
8095,28/07/2014,550
2777,12/01/2015,950
1321,09/10/2014,1150
5664,18/03/2015,700
3714,05/01/2015,1400
8646,30/12/2014,2100
9381,28/10/2014,900
7646,02/03/2015,550
7117,09/07/2015,900
1431,07/09/2015,2150
1840,12/08/2015,700
4150,20/01/2015,900
8055,30/10/2015,1400
2795,28/01/2015,2400
6496,28/09/2015,950
5312,28/08/2014,4150
2,21/08/2015,1500
452,24/07/2015,600
6982,28/09/2015,500
2859,30/03/2015,2000
2892,10/09/2015,350
5043,24/08/2015,1350
5070,30/09/2014,2500
7125,24/10/2014,850
7503,25/05/2015,700
2058,13/10/2014,200
4623,30/04/2015,1300
9239,30/10/2014,1950
7527,06/01/2015,1050
1851,17/04/2015,3500
231,08/09/2015,1350
2220,04/11/2014,300
7061,23/10/2015,450
6293,17/02/2015,2150
88,27/07/2015,2500
9153,13/10/2014,850
4926,02/03/2015,900
7391,01/09/2014,750
7014,01/04/2015,1450
7139,28/05/2015,1000
4279,26/11/2014,750
5583,28/10/2014,1200
6766,27/04/2015,1550
9499,28/07/2014,650
3228,30/03/2015,900
9953,09/06/2015,650
4290,30/06/2014,1500
1767,08/10/2014,850
331,11/05/2015,550
606,19/05/2015,900
5507,12/10/2015,850
9282,09/04/2015,700
6153,28/10/2014,750
5333,03/09/2014,1450
7822,01/04/2015,850
1675,08/05/2015,1100
2253,03/11/2014,1950
3628,15/09/2014,1800
7748,22/08/2014,1050
5643,28/09/2015,3300
9514,25/05/2015,1900
1094,08/09/2014,500
9497,26/09/2014,1000
8253,22/10/2014,600
289,01/10/2015,650
8154,16/04/2015,200
9130,30/01/2015,450
7988,30/03/2015,1950
924,06/10/2014,950
4221,05/08/2014,750
6934,22/01/2015,350
186,10/08/2015,450
6842,05/01/2015,1050
2402,07/09/2015,950
7040,28/10/2014,1100
5617,20/10/2014,1200
7845,07/05/2015,1050
8156,22/09/2015,900
8095,28/10/2015,500
2777,10/12/2014,950
1321,09/09/2015,1100
5664,17/11/2014,700
3714,03/09/2014,1400
8646,26/08/2014,2150
9381,26/08/2014,900
7646,02/01/2015,550
7117,09/09/2015,900
1431,08/09/2014,2250
1840,13/10/2014,700
4150,21/07/2014,900
8055,30/06/2014,1400
2795,29/09/2014,2400
6496,28/04/2015,950
5312,28/10/2014,4150
2,31/10/2014,2500
452,24/04/2015,600
6982,28/05/2015,500
2859,30/06/2014,1050
2892,10/02/2015,350
5043,24/02/2015,1050
5070,30/07/2015,1250
7125,25/08/2014,850
7503,29/09/2014,800
2058,11/08/2015,750
4623,30/07/2015,1300
9239,30/10/2015,1950
7527,06/05/2015,1050
1851,17/07/2014,3550
231,08/10/2015,1350
1423,08/09/2014,1100
7061,23/06/2015,450
6293,19/01/2015,2150
1983,30/03/2015,6100
9153,12/06/2015,850
7391,03/11/2014,750
7014,01/10/2014,1450
7139,28/08/2015,1000
4279,31/07/2014,850
5583,27/03/2015,1200
6766,26/01/2015,1550
9499,28/05/2015,600
3228,30/06/2014,500
9953,09/12/2014,700
4290,28/07/2015,2200
1767,10/08/2015,800
331,09/02/2015,550
606,20/10/2014,950
5507,11/12/2014,900
9282,09/03/2015,700
6153,25/03/2015,750
5333,05/08/2014,1450
7822,01/09/2015,850
1675,08/07/2015,1100
2022,28/10/2014,250
3628,15/10/2015,1750
7748,22/07/2014,1050
5643,30/06/2014,1600
9514,24/06/2015,1900
1094,07/08/2015,500
9497,26/06/2015,950
8253,22/07/2014,600
289,02/11/2015,650
8154,16/02/2015,200
9130,30/07/2015,450
7988,29/10/2015,950
924,06/07/2015,900
4221,07/04/2015,850
6934,22/04/2015,350
186,10/11/2014,450
6842,05/08/2014,1050
2402,05/08/2015,950
7040,25/08/2015,1050
5617,22/12/2014,1200
7845,08/06/2015,1050
8156,24/08/2015,900
8095,28/01/2015,500
2777,12/10/2015,950
1321,09/03/2015,1150
5664,17/06/2015,700
3714,03/11/2014,1400
8646,27/10/2015,2100
9381,26/08/2015,850
7646,03/11/2014,550
7117,09/12/2014,900
1431,06/02/2015,2200
1840,12/01/2015,700
4150,20/11/2014,900
8055,30/06/2015,2800
2795,28/07/2015,2400
6496,30/12/2014,950
5312,29/06/2015,4150
2,20/02/2015,1600
452,25/08/2014,600
6982,28/07/2015,500
2859,29/04/2015,1000
2892,12/01/2015,350
5043,24/06/2015,1350
5070,30/07/2014,1250
7125,24/03/2015,850
7503,28/07/2014,700
2058,13/07/2015,750
4623,21/11/2014,1350
9746,24/02/2015,1050
7527,08/06/2015,1050
1851,19/01/2015,3550
231,08/12/2014,1350
1423,07/08/2015,900
7061,23/09/2015,450
6293,18/03/2015,2150
1983,30/09/2015,3050
9153,12/02/2015,850
7391,02/11/2015,750
7014,01/07/2014,1450
7139,28/04/2015,1000
4279,26/08/2014,750
5583,27/07/2015,1200
6766,25/02/2015,1550
9499,28/04/2015,600
3228,28/07/2015,450
9953,09/03/2015,700
4290,30/03/2015,3700
1767,03/07/2014,850
331,10/08/2015,550
606,19/03/2015,900
5507,11/06/2015,900
4202,23/10/2015,1450
6153,25/06/2015,750
5333,03/11/2014,1400
7822,03/11/2014,850
1675,08/07/2014,1150
2022,27/08/2014,250
3628,15/06/2015,1750
7748,24/08/2015,1050
5643,28/07/2015,3300
9514,24/07/2015,1900
1094,08/06/2015,500
9497,26/01/2015,1000
8253,28/04/2015,600
289,02/01/2015,650
8154,16/09/2015,200
9130,30/07/2014,450
7988,29/01/2015,1000
924,07/07/2014,950
6804,05/05/2015,1600
6934,23/03/2015,350
186,10/04/2015,450
6842,04/11/2014,1050
2402,05/05/2015,950
7040,25/07/2014,1100
5617,20/08/2015,1200
3056,24/08/2015,1100
8156,22/07/2014,950
8095,29/06/2015,500
2777,10/02/2015,950
1321,09/01/2015,1150
5664,17/07/2014,700
3714,03/10/2014,1400
8646,27/07/2015,2100
9381,26/11/2014,900
7646,01/09/2014,550
7117,09/04/2015,900
1431,06/07/2015,2150
1840,12/11/2014,700
4150,20/08/2014,900
8055,30/01/2015,1400
2795,28/11/2014,2400
6496,29/09/2014,950
5312,28/01/2015,4150
2,25/07/2014,1650
452,24/09/2015,600
6982,28/01/2015,500
2859,29/07/2014,1050
2892,10/07/2014,350
5043,25/08/2014,1100
5070,30/04/2015,1250
7125,24/09/2015,800
7503,30/12/2014,950
2058,11/09/2014,200
4623,21/10/2014,1350
9746,24/08/2015,1050
7527,06/10/2014,1050
1851,17/02/2015,3550
231,08/09/2014,1400
1423,08/12/2014,1100
7061,23/07/2015,450
8167,15/08/2014,350
1983,28/11/2014,950
9153,12/03/2015,850
7391,02/06/2015,750
7014,01/08/2014,1450
7139,30/12/2014,1000
4279,29/04/2015,750
4096,03/07/2015,750
6766,25/05/2015,1500
9499,28/01/2015,600
4696,29/09/2014,2950
9953,10/11/2014,700
4290,28/05/2015,2200
1767,08/01/2015,850
331,09/03/2015,550
606,21/09/2015,900
5507,11/02/2015,900
4202,23/09/2015,1500
6153,25/05/2015,750
5333,03/07/2015,1400
7822,01/09/2014,850
1675,08/10/2015,1050
2022,30/12/2014,250
3628,15/04/2015,1800
7748,22/10/2014,1050
5643,29/09/2014,3300
9514,24/10/2014,1200
1094,07/07/2015,500
9497,27/04/2015,1000
8253,29/06/2015,600
289,01/07/2014,650
8154,18/08/2014,200
9130,31/08/2015,450
7988,29/06/2015,1000
924,05/03/2015,950
6804,02/03/2015,1550
6934,22/08/2014,350
186,10/06/2015,450
6842,04/02/2015,1050
2402,05/01/2015,950
7040,25/09/2015,1050
5617,20/11/2014,1200
3056,25/08/2014,1100
8156,22/10/2014,950
8095,28/09/2015,500
2777,10/08/2015,950
1321,09/09/2014,1150
5664,19/10/2015,700
3714,05/05/2015,1300
8646,26/02/2015,2100
9381,27/04/2015,850
7646,01/07/2014,550
7117,09/03/2015,900
1431,07/04/2015,2200
1840,12/08/2014,700
4150,20/07/2015,850
8055,30/12/2014,2800
2795,28/05/2015,2400
6496,28/01/2015,950
5312,25/02/2015,3700
2,26/06/2015,1500
452,24/06/2015,600
6982,28/07/2014,500
2859,29/09/2014,1050
2892,10/12/2014,350
5043,24/07/2014,1100
5070,30/09/2015,1250
7125,24/08/2015,800
7503,26/01/2015,700
2058,11/06/2015,750
1188,23/01/2015,650
9746,26/01/2015,1050
7527,08/12/2014,1050
1851,17/09/2015,3500
231,08/06/2015,1350
1423,07/10/2014,1100
7061,23/01/2015,450
8167,16/03/2015,350
1983,28/05/2015,950
9153,12/05/2015,850
7391,01/08/2014,750
7014,02/02/2015,1450
5566,30/09/2015,500
4279,29/05/2015,750
4096,05/08/2014,750
6766,25/06/2015,1500
9499,28/10/2015,600
4696,30/06/2014,1600
9953,09/10/2015,650
4290,28/11/2014,2250
1767,08/10/2015,800
1686,27/11/2014,600
606,19/09/2014,950
5507,11/05/2015,900
4202,24/11/2014,1500
6153,25/02/2015,750
5333,03/07/2014,1450
7822,05/05/2015,850
1675,08/08/2014,1150
2022,27/05/2015,250
3628,15/10/2014,1800
7748,22/10/2015,1000
5643,02/02/2015,1750
9514,24/12/2014,1900
1094,09/02/2015,500
9497,26/05/2015,1000
8253,22/12/2014,600
289,01/09/2014,650
8154,16/03/2015,200
9130,30/12/2014,900
7988,29/07/2015,1000
924,05/08/2014,950
6804,02/09/2015,1550
6934,24/08/2015,350
186,11/08/2014,450
6842,05/10/2015,1050
2402,06/07/2015,950
7040,25/09/2014,1100
5617,20/04/2015,1200
3056,23/07/2015,1100
8156,23/03/2015,950
8095,28/07/2015,500
2777,11/08/2014,950
1321,10/08/2015,1100
5664,17/09/2015,700
3714,03/06/2015,1300
8646,26/09/2014,2150
9381,26/02/2015,850
7646,01/07/2015,550
7117,11/08/2014,900
1431,06/01/2015,2200
1840,12/10/2015,700
4150,20/02/2015,900
8055,31/08/2015,1400
2795,28/07/2014,2400
6496,30/06/2014,1000
5312,28/11/2014,4150
2,18/09/2015,1500
4831,23/07/2015,1250
6982,30/06/2014,100
2859,29/10/2014,1050
2892,10/09/2014,350
5043,24/04/2015,1050
5070,30/03/2015,2500
7125,24/07/2015,800
7503,28/09/2015,700
4406,27/10/2015,1200
1188,25/05/2015,650
9746,27/10/2015,1000
7527,06/11/2014,1050
1851,17/11/2014,3550
1161,10/11/2014,1300
1423,09/03/2015,900
7061,23/07/2014,450
8167,15/09/2014,350
1983,30/06/2015,5150
9153,13/04/2015,850
7391,05/05/2015,750
7014,05/05/2015,1450
5566,30/09/2014,950
4279,26/09/2014,750
4096,03/02/2015,750
6766,25/09/2014,1550
9499,28/11/2014,650
4696,20/02/2015,1350
9953,11/05/2015,700
4290,29/09/2014,2250
1767,08/06/2015,850
1686,27/02/2015,550
606,20/07/2015,900
5507,11/08/2014,900
4202,23/10/2014,1500
6153,25/08/2014,750
9646,15/10/2015,1750
7822,02/01/2015,850
1675,08/12/2014,1100
2022,27/03/2015,250
3628,17/08/2015,1750
7748,22/07/2015,1050
5643,28/08/2014,3350
7862,07/07/2014,850
1094,07/04/2015,500
9497,28/07/2014,1000
8253,28/07/2015,600
289,01/07/2015,650
8154,16/12/2014,200
9130,30/10/2015,450
7988,31/08/2015,1000
924,05/11/2014,950
6804,02/04/2015,1600
9098,19/10/2015,1150
186,10/02/2015,450
6842,04/03/2015,1050
2402,07/07/2014,950
7040,26/01/2015,1050
5617,21/09/2015,1200
3056,23/07/2014,1100
8156,22/01/2015,950
8095,29/09/2014,500
2777,10/07/2015,950
1321,09/07/2015,1100
5664,17/02/2015,700
3714,03/09/2015,1300
8646,27/04/2015,2100
8087,04/08/2015,500
7646,02/02/2015,550
7117,09/06/2015,900
1431,06/10/2015,2150
1840,12/03/2015,700
1523,29/07/2014,950
8055,30/03/2015,2800
2795,30/03/2015,4800
6496,28/08/2014,1000
5312,30/06/2014,500
2,30/10/2015,2200
4831,24/11/2014,1250
6982,29/06/2015,500
2859,29/08/2014,1050
2892,10/10/2014,350
5043,24/07/2015,1350
5070,30/10/2015,1250
7125,25/05/2015,850
7503,25/08/2014,700
4406,25/09/2014,1200
1188,24/08/2015,600
9746,24/11/2014,1050
7527,08/09/2014,1050
1851,17/06/2015,3500
1161,11/08/2014,1300
1423,07/09/2015,900
7061,25/05/2015,450
8167,15/06/2015,350
1983,28/08/2014,950
9153,12/10/2015,850
7391,01/09/2015,750
7014,03/11/2014,1450
5566,30/07/2014,500
6652,29/10/2015,300
4096,05/01/2015,750
6766,28/10/2014,1550
9499,28/07/2015,600
4696,28/10/2014,2950
9953,09/04/2015,700
4290,28/10/2014,2250
4368,29/07/2014,1200
1686,28/07/2014,600
606,19/06/2015,900
5507,13/10/2014,900
4202,23/09/2014,1500
6153,25/09/2015,750
9646,15/06/2015,1750
9090,10/07/2015,550
1675,09/03/2015,1100
2022,27/08/2015,250
3628,17/11/2014,1800
7748,22/01/2015,1050
5643,28/08/2015,3300
7862,08/12/2014,850
1094,07/01/2015,500
9497,28/10/2014,1000
8253,24/11/2014,600
289,01/04/2015,650
8154,18/05/2015,200
9130,30/06/2015,900
7988,29/10/2014,1000
924,05/12/2014,950
6804,02/12/2014,1600
9098,20/04/2015,1150
186,12/10/2015,450
6842,07/04/2015,1050
2402,10/04/2015,1850
7040,25/03/2015,1050
5617,20/02/2015,1200
3056,23/09/2015,1100
8156,22/12/2014,950
8095,30/03/2015,1000
2777,10/07/2014,950
6639,05/09/2014,400
5664,18/08/2014,700
3714,07/04/2015,1300
8646,28/10/2014,2150
8087,01/07/2015,500
7646,05/05/2015,550
7117,10/11/2014,900
1431,06/11/2014,2250
1840,12/09/2014,700
1523,29/06/2015,600
9955,30/03/2015,1850
2795,28/09/2015,2400
6496,28/07/2014,1000
5312,28/04/2015,4150
2,19/09/2014,1650
4831,23/04/2015,1250
6982,28/08/2014,500
2859,31/08/2015,1000
2892,10/04/2015,350
5043,25/05/2015,1350
5070,30/06/2015,2500
7125,24/11/2014,850
3764,20/10/2014,800
4406,27/07/2015,1200
1188,23/10/2014,650
9746,24/03/2015,1050
7527,07/07/2014,1050
1851,18/08/2014,3550
1161,09/06/2015,1300
1423,09/02/2015,900
7061,23/12/2014,450
8167,16/02/2015,350
1983,30/10/2015,3050
9153,12/12/2014,850
7391,01/04/2015,750
7014,02/06/2015,1450
5566,30/06/2015,950
6652,29/06/2015,300
4096,03/12/2014,750
6766,25/09/2015,1500
5375,19/01/2015,550
4696,28/05/2015,2950
3154,06/10/2014,650
4290,29/06/2015,2200
4368,29/05/2015,1200
1686,27/10/2015,550
606,19/12/2014,900
5507,13/07/2015,900
4202,23/03/2015,1500
6153,27/04/2015,750
9646,16/03/2015,1800
9090,11/08/2014,600
1675,09/02/2015,1100
2022,27/01/2015,250
3628,15/08/2014,1800
7748,22/05/2015,1050
5643,28/11/2014,3300
7862,08/06/2015,850
1094,09/03/2015,500
9497,26/08/2014,1000
8253,30/03/2015,1150
289,01/08/2014,650
8154,16/06/2015,200
9130,30/03/2015,900
7988,29/04/2015,1000
924,05/08/2015,900
6804,03/11/2014,1600
9098,18/08/2015,1150
5742,01/09/2015,900
6842,04/09/2014,1050
2402,06/10/2014,950
7040,27/10/2015,1000
5617,20/10/2015,1200
3056,23/01/2015,1100
8156,22/05/2015,950
4266,29/04/2015,1000
2777,10/03/2015,950
6639,05/03/2015,400
5664,17/04/2015,700
3714,03/03/2015,1300
8646,26/03/2015,2100
8087,02/02/2015,500
7646,01/12/2014,550
7117,09/02/2015,900
1431,06/03/2015,2200
1840,13/04/2015,700
1523,29/08/2014,850
9955,29/09/2015,950
2795,29/06/2015,2400
6496,28/08/2015,950
7874,28/08/2015,1800
2,22/08/2014,1650
4831,23/07/2014,1300
6982,28/10/2014,500
2859,29/01/2015,1000
2892,10/06/2015,350
5043,24/10/2014,1100
5070,30/12/2014,2500
7125,27/10/2015,800
3764,18/09/2014,800
4406,25/03/2015,1200
1188,23/10/2015,600
9746,25/05/2015,1050
7527,06/07/2015,1000
1851,17/09/2014,3550
1161,09/03/2015,1300
1423,07/07/2014,1100
7061,23/02/2015,450
8167,17/11/2014,350
1983,30/01/2015,3050
9153,12/01/2015,850
7391,02/01/2015,750
7014,01/09/2014,1450
5566,30/12/2014,950
6652,30/12/2014,550
4096,03/03/2015,750
6766,25/07/2014,1550
5375,18/06/2015,550
4696,28/09/2015,2950
3154,07/04/2015,500
1789,09/02/2015,1000
4368,29/10/2014,1200
1686,27/08/2014,600
606,20/04/2015,900
782,28/11/2014,850
4202,23/04/2015,1500
6153,26/01/2015,750
9646,16/02/2015,1800
9090,10/04/2015,550
1675,08/09/2015,1100
2022,27/10/2015,250
3628,15/07/2015,1750
7748,22/06/2015,1050
5643,28/07/2014,3350
7862,06/02/2015,850
1094,07/10/2015,500
9497,26/03/2015,1000
8253,28/09/2015,550
289,02/03/2015,650
8154,16/07/2014,200
5149,24/08/2015,600
7988,29/08/2014,1000
3208,13/08/2015,1450
6804,02/11/2015,1500
9098,18/08/2014,1150
5742,03/11/2014,900
6842,04/12/2014,1050
2402,05/12/2014,950
5719,02/06/2015,1250
5617,20/07/2015,1200
3056,23/10/2015,1100
8156,22/09/2014,950
4266,30/12/2014,2000
2777,10/10/2014,950
6639,05/12/2014,400
5664,19/01/2015,700
3714,03/12/2014,1400
8646,26/05/2015,2100
8087,02/03/2015,500
7305,28/10/2015,700
7117,09/01/2015,900
7215,28/09/2015,800
1840,14/07/2014,700
1523,29/10/2014,600
9955,29/04/2015,950
2795,28/10/2015,2400
4131,29/09/2014,650
7874,28/08/2014,1800
2,17/04/2015,1600
4831,23/06/2015,1250
6982,28/10/2015,500
2859,29/05/2015,1000
2892,10/08/2015,350
5043,24/11/2014,1100
5069,24/11/2014,650
7899,12/11/2014,1150
3764,18/02/2015,800
4406,25/08/2014,1200
1188,23/04/2015,650
9746,24/04/2015,1050
3326,12/10/2015,500
2960,21/09/2015,1650
1161,09/09/2014,1300
1423,07/11/2014,1100
7061,23/09/2014,450
8167,15/09/2015,350
1983,30/10/2014,3100
9153,12/08/2015,850
2767,27/10/2015,250
7014,01/09/2015,1400
5566,30/03/2015,950
6652,29/01/2015,300
4096,03/06/2015,750
6766,27/10/2015,1500
5375,18/07/2014,550
4696,28/07/2015,2950
3154,06/11/2014,650
1789,09/06/2015,950
4368,29/08/2014,1200
1686,27/04/2015,550
